year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2021,6,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",176,22,8.48,4,7.57,0,1.95,0,0,2147,1636,218,168,0,125
2021,6,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",90,9,4.05,0,3.16,0,1.79,0,0,331,221,0,74,0,36
2021,6,9E,Endeavor Air Inc.,ACK,"Nantucket, MA: Nantucket Memorial",60,10,2.55,1,5.59,0,0.85,0,0,949,107,109,492,0,241
2021,6,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",116,12,4.73,0.33,3.36,0,3.58,0,1,621,223,19,166,0,213
2021,6,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",170,13,5.77,1,1.58,0,4.65,0,2,1118,524,79,241,0,274
2021,6,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",86,15,7.68,1.16,2.54,0,3.62,0,0,968,357,105,122,0,384
2021,6,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",4899,437,161.14,34.51,93.01,0,148.34,0,8,31399,14669,2130,3600,0,11000
2021,6,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",210,31,15.49,1,8.68,0,5.83,0,2,1374,828,36,216,0,294
2021,6,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",104,1,0,0,1,0,0,0,1,22,0,0,22,0,0
2021,6,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",90,12,4.74,1.78,1.16,0,4.32,0,0,587,188,110,49,0,240
2021,6,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",22,2,2,0,0,0,0,0,0,74,74,0,0,0,0
2021,6,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",30,4,1.83,0,1.08,0,1.09,0,0,136,95,0,18,0,23
2021,6,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",90,9,5,0,1,0,3,0,0,745,442,0,22,0,281
2021,6,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",86,18,10.15,0,2.59,0,5.26,1,0,1077,445,0,309,0,323
2021,6,9E,Endeavor Air Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",143,13,5.18,0,4.76,0,3.07,0,0,783,322,0,145,0,316
2021,6,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",84,11,4.44,0.63,2.56,0,3.36,0,1,568,196,34,69,0,269
2021,6,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",90,11,2.02,0.99,5.05,0,2.93,0,0,2292,198,853,368,0,873
2021,6,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",158,11,3.82,2.29,1.07,0,3.83,0,1,591,109,220,100,0,162
2021,6,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",90,6,4.96,0,0.98,0,0.06,0,0,263,220,0,41,0,2
2021,6,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",138,13,5.61,0,3.37,0,4.02,0,0,619,317,0,93,0,209
2021,6,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",146,18,6.71,0.89,7.95,0,2.44,0,0,817,329,49,269,0,170
2021,6,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",172,21,6.95,1.28,4.37,0,8.39,1,0,2424,1144,210,210,0,860
2021,6,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",60,14,6.61,0.96,2.44,0,3.99,1,0,1029,539,66,200,0,224
2021,6,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",78,4,2.8,0,0.2,0,1,0,0,101,71,0,8,0,22
2021,6,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",246,38,19.53,1.64,8.66,0,8.17,0,0,2297,1510,62,293,0,432
2021,6,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",86,1,1,0,0,0,0,0,0,20,20,0,0,0,0
2021,6,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",60,15,4.59,0.98,4.45,0,4.98,0,0,1538,214,824,120,0,380
2021,6,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",220,33,12.41,1.02,15.53,0,4.05,0,1,1610,972,39,380,0,219
2021,6,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",171,11,4.93,2,0.59,0,3.48,2,0,920,435,281,33,0,171
2021,6,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",112,6,0.96,0,5,0,0.04,1,0,328,50,0,276,0,2
2021,6,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",70,5,1.33,1,0.67,0,2,0,0,193,25,64,14,0,90
2021,6,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: Yeager",86,3,1.63,0.8,0,0,0.57,0,0,210,139,36,0,0,35
2021,6,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",90,10,7.29,0.58,1.11,0,1.03,0,0,1149,1046,37,24,0,42
2021,6,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",527,82,24.25,3.02,24.91,1,28.82,1,2,7022,2722,157,1619,33,2491
2021,6,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",168,31,11.23,1.19,11.74,0,6.84,0,1,1372,590,61,306,0,415
2021,6,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",202,15,6.78,1.97,4.13,0,2.12,0,0,753,451,86,102,0,114
2021,6,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",60,6,2,1,1,0,2,0,0,519,225,35,90,0,169
2021,6,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",90,8,4.42,0,2.24,0,1.34,0,0,401,229,0,72,0,100
2021,6,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",147,18,8.85,4.88,1.08,0,3.2,0,0,2318,554,1455,66,0,243
2021,6,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",244,24,10.35,1.46,4.7,0,7.49,0,0,1800,1072,105,111,0,512
2021,6,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",3325,443,109.83,29.82,102.34,0,201.01,5,2,34385,11024,2464,5634,0,15263
2021,6,9E,Endeavor Air Inc.,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",60,9,3.87,0,1.24,0,3.89,0,0,539,195,0,47,0,297
2021,6,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",151,29,12.83,0,9.04,0,7.13,0,0,1436,844,0,217,0,375
2021,6,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",108,17,5.76,4.03,4.08,0,3.13,3,0,2276,520,1265,264,0,227
2021,6,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",30,3,1,0,0.04,0,1.96,0,0,98,29,0,2,0,67
2021,6,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",116,3,0.93,0,1,0,1.07,0,1,61,16,0,27,0,18
2021,6,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",86,14,11.32,0,1.58,0,1.1,0,0,1074,924,0,54,0,96
2021,6,9E,Endeavor Air Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",90,3,0.95,0,2.05,0,0,0,0,132,84,0,48,0,0
2021,6,9E,Endeavor Air Inc.,GFK,"Grand Forks, ND: Grand Forks International",33,6,3.71,0,0.35,0,1.94,0,0,549,348,0,18,0,183
2021,6,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",146,20,10.71,0.5,5.72,0,3.07,0,1,1220,705,47,141,0,327
2021,6,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",90,9,5.62,1,1.91,0,0.46,0,0,341,260,15,54,0,12
2021,6,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",213,29,11.33,3.76,8.04,0,5.87,0,0,1803,968,226,243,0,366
2021,6,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",164,19,10.98,1,3.4,0,3.62,0,0,1189,695,70,89,0,335
2021,6,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",57,5,1.95,0,2.35,0,0.71,1,0,252,132,0,95,0,25
2021,6,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",77,9,2.16,0.87,4.9,0,1.08,0,0,753,70,49,548,0,86
2021,6,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",86,3,2,0,1,0,0,0,1,75,49,0,26,0,0
2021,6,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",68,8,4.76,0,3,0,0.24,0,0,222,107,0,110,0,5
2021,6,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",106,11,3.93,0.17,2.44,0,4.46,0,0,559,125,16,65,0,353
2021,6,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",56,8,0,1,5,0,2,1,0,1065,0,604,345,0,116
2021,6,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",150,18,8.54,0.78,3.51,0,5.17,0,0,881,441,28,105,0,307
2021,6,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",159,11,6.54,0,1.77,0,2.69,0,0,409,215,0,87,0,107
2021,6,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",216,32,13.39,0,7.72,0,10.88,0,0,1279,570,0,208,0,501
2021,6,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",30,1,0.37,0,0,0,0.63,0,0,86,32,0,0,0,54
2021,6,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1225,148,40.48,10.68,52.22,1,43.62,7,2,14271,4793,575,4146,18,4739
2021,6,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",116,11,6.34,1,2.06,0,1.6,0,0,886,537,52,37,0,260
2021,6,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",115,19,6.5,0.66,7.3,0,4.54,0,0,955,341,23,291,0,300
2021,6,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",116,7,2.88,1.51,1.61,0,1,0,1,372,116,200,38,0,18
2021,6,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",990,96,24.27,9.22,29.91,0,32.6,7,2,10550,2592,1707,3921,0,2330
2021,6,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",10,2,1,0,0,0,1,0,0,70,43,0,0,0,27
2021,6,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",120,9,3.5,1,2.74,0,1.76,0,1,377,121,52,61,0,143
2021,6,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",34,1,0,0,1,0,0,0,0,16,0,0,16,0,0
2021,6,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",118,14,6.6,0.25,3.09,0,4.06,0,1,819,560,16,87,0,156
2021,6,9E,Endeavor Air Inc.,MDW,"Chicago, IL: Chicago Midway International",176,27,10.6,1.69,11.68,0,3.04,0,0,2238,1285,126,660,0,167
2021,6,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",138,16,9.11,0,3.5,0,3.39,0,1,852,525,0,97,0,230
2021,6,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",64,7,4.53,2,0.24,0,0.23,0,0,1307,336,897,26,0,48
2021,6,9E,Endeavor Air Inc.,MLB,"Melbourne, FL: Melbourne International",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad City International",108,13,3.4,0,6.23,0,3.37,0,0,380,85,0,142,0,153
2021,6,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",90,10,3.98,0,1.63,0,4.39,0,1,654,314,0,88,0,252
2021,6,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",168,11,9.28,0,0,0,1.72,0,1,519,478,0,0,0,41
2021,6,9E,Endeavor Air Inc.,MOT,"Minot, ND: Minot International",116,8,5.63,0,1.33,0,1.05,0,0,675,504,0,88,0,83
2021,6,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",110,16,3.94,0.48,8.7,0,2.88,0,1,571,187,19,228,0,137
2021,6,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2072,216,59.16,14.8,33.28,0,108.77,0,12,19897,8046,1404,1467,0,8980
2021,6,9E,Endeavor Air Inc.,MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport",8,2,1,0,1,0,0,0,1,42,27,0,15,0,0
2021,6,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",104,7,3.53,0,2,0,1.47,0,0,583,334,0,73,0,176
2021,6,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",86,5,2.9,1,1.1,0,0,0,0,136,92,25,19,0,0
2021,6,9E,Endeavor Air Inc.,OKC,"Oklahoma City, OK: Will Rogers World",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",90,10,0.99,0,7.94,0,1.06,1,1,742,20,0,600,0,122
2021,6,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",105,12,3.25,1,5,0,2.75,0,0,433,107,78,140,0,108
2021,6,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",48,3,3,0,0,0,0,0,0,100,100,0,0,0,0
2021,6,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",74,6,0.26,0,3,0,2.74,0,0,331,29,0,77,0,225
2021,6,9E,Endeavor Air Inc.,PVD,"Providence, RI: Theodore Francis Green State",52,12,4.19,1,1.83,0,4.98,0,0,587,205,49,84,0,249
2021,6,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",256,27,9.38,1.75,4.27,0,11.61,1,1,1432,453,130,175,0,674
2021,6,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",71,10,4.97,1,2.27,0,1.77,0,0,400,237,55,41,0,67
2021,6,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",245,33,11.94,2,13.71,0,5.34,1,0,2844,1066,966,478,0,334
2021,6,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",236,30,10.3,1.11,11.51,0,7.08,0,0,2237,557,39,1188,0,453
2021,6,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",86,10,7.22,0,2.58,0,0.21,0,1,374,275,0,93,0,6
2021,6,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Greater Rochester International",194,27,15.64,1,5.32,0,5.04,1,0,2702,2183,74,210,0,235
2021,6,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",120,25,12.69,0.64,2.47,0,9.21,0,0,1846,1225,37,64,0,520
2021,6,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",196,22,4.23,0.43,11.04,0,6.29,1,0,1291,255,35,383,0,618
2021,6,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",153,17,10.02,0.77,4.43,0,1.77,0,1,1091,646,84,203,0,158
2021,6,9E,Endeavor Air Inc.,SCE,"State College, PA: University Park",53,7,1,0.33,3.06,0,2.61,0,0,277,36,17,78,0,146
2021,6,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",90,4,0.14,0.98,1.05,0,1.84,0,1,119,3,45,25,0,46
2021,6,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",142,18,12.21,0,2.7,0,3.09,0,0,917,725,0,67,0,125
2021,6,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",165,31,7.6,2.4,9.62,0,11.38,2,1,1709,374,182,452,0,701
2021,6,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",150,25,7.39,1.98,7.49,0,8.13,0,0,1393,381,142,277,0,593
2021,6,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",64,2,2,0,0,0,0,0,0,140,140,0,0,0,0
2021,6,9E,Endeavor Air Inc.,TPA,"Tampa, FL: Tampa International",4,2,0,0,0,0,2,0,0,147,0,0,0,0,147
2021,6,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",142,14,7.24,0,2.61,0,4.14,0,0,827,418,0,44,0,365
2021,6,9E,Endeavor Air Inc.,TUL,"Tulsa, OK: Tulsa International",34,2,0.98,0,0.5,0,0.53,0,0,36,17,0,9,0,10
2021,6,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",128,15,5.91,2,3.24,0,3.85,0,0,632,237,87,108,0,200
2021,6,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",346,32,18.05,3.07,6.53,0,4.35,0,0,1821,1014,233,257,0,317
2021,6,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",120,24,11.54,0.11,8.9,0,3.44,0,3,1116,768,20,242,0,86
2021,6,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",108,8,5.72,0,0.38,1,0.89,0,0,300,221,0,11,39,29
2021,6,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",193,61,25.86,4.25,7.02,0,23.88,4,0,4488,1978,614,451,0,1445
2021,6,AA,American Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",28,13,5.38,0.12,1.96,0,5.54,4,0,791,335,12,82,0,362
2021,6,AA,American Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",90,17,8.2,1.93,2.19,0,4.68,0,3,996,408,73,95,0,420
2021,6,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",658,204,85.4,11.39,44.79,2.09,60.33,25,1,13069,4777,971,1874,114,5333
2021,6,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",988,274,117.74,17.62,39.77,2.22,96.65,29,0,18056,6542,1755,2133,101,7525
2021,6,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",223,65,26.05,6.15,11.38,1.15,20.26,6,0,4274,1327,705,666,34,1542
2021,6,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",76,38,12.64,3.91,3.88,0,17.57,5,1,2911,791,406,154,0,1560
2021,6,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",569,136,48.8,10.35,16.28,0.09,60.48,21,0,10116,3417,675,1144,16,4864
2021,6,AA,American Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",146,31,18.2,0.46,2.52,0.12,9.69,5,0,2168,1259,34,83,43,749
2021,6,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1305,299,114.19,22.05,57.08,2.66,103.02,37,2,23115,7931,2198,2937,103,9946
2021,6,AA,American Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",88,39,14.81,3.34,6.45,0,14.41,0,0,2592,1210,229,259,0,894
2021,6,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",61,17,6.96,1.38,2.74,0,5.92,2,0,1089,369,66,174,0,480
2021,6,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",342,101,45.14,8.57,15.6,1.56,30.13,24,2,6098,2222,594,666,56,2560
2021,6,AA,American Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",176,46,18.09,1.51,16.31,0,10.09,3,0,2453,1068,142,552,0,691
2021,6,AA,American Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",56,26,14.39,0.88,2.4,0,8.33,5,0,1592,897,86,84,0,525
2021,6,AA,American Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",196,69,27.71,3.12,7.19,1.69,29.28,5,0,4287,1555,236,283,114,2099
2021,6,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",226,66,28.35,3.9,9.99,2.28,21.49,6,0,3958,1553,206,433,44,1722
2021,6,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",8213,1555,546.99,78.93,364.64,9,555.44,190,25,138835,58728,6728,19337,530,53512
2021,6,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",196,54,22.53,1.97,6.87,0,22.62,11,0,3717,1207,406,421,0,1683
2021,6,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",139,37,17.4,0.91,4.88,0,13.81,13,0,2007,783,50,144,0,1030
2021,6,AA,American Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",131,42,18.66,1.03,5.56,0,16.76,3,0,2967,1018,30,274,0,1645
2021,6,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",1620,347,112.21,34.2,86.75,1.07,112.77,61,9,30486,10664,3635,5283,64,10840
2021,6,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",961,271,104.25,17.67,69.93,0,79.15,34,5,20328,6884,2048,4472,0,6924
2021,6,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13036,3402,953.44,150.22,861.12,20.44,1416.79,705,66,305694,105806,14883,53140,1112,130753
2021,6,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",146,48,14.27,2.48,8.26,0,22.99,8,0,4892,1583,191,268,0,2850
2021,6,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",291,85,42.02,8,15.17,0.56,19.24,9,2,4462,2038,778,535,47,1064
2021,6,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",112,29,14.74,0.1,3.49,0,10.68,9,0,1824,923,6,167,0,728
2021,6,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",284,81,36.49,3.98,8.8,0.61,31.11,15,1,6912,2333,456,429,19,3675
2021,6,AA,American Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",28,9,4.97,0.06,0,0,3.97,1,0,1631,670,6,0,0,955
2021,6,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",597,199,69.55,11.62,65.36,1.45,51.03,26,4,14633,4285,836,4703,63,4746
2021,6,AA,American Airlines Inc.,EYW,"Key West, FL: Key West International",256,81,15.33,4.76,38.54,0,22.38,3,3,4739,1053,531,1200,0,1955
2021,6,AA,American Airlines Inc.,FAI,"Fairbanks, AK: Fairbanks International",58,18,11.71,0.97,3.24,0,2.08,1,1,1831,1555,34,103,0,139
2021,6,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",175,51,28.61,2.66,7.08,0,12.65,6,1,3388,1775,193,256,0,1164
2021,6,AA,American Airlines Inc.,FCA,"Kalispell, MT: Glacier Park International",92,17,9.53,0,5.02,0,2.45,0,0,971,478,0,214,0,279
2021,6,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",711,170,67.29,5.86,41.53,0.84,54.49,21,6,10167,3793,535,1774,22,4043
2021,6,AA,American Airlines Inc.,GEG,"Spokane, WA: Spokane International",148,45,25.26,1.05,8.6,0,10.08,6,0,3710,2183,244,345,0,938
2021,6,AA,American Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",56,19,7.85,1.85,2.35,0,6.96,2,0,1187,404,142,90,0,551
2021,6,AA,American Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",28,16,5.65,1.65,0.07,0,8.63,2,0,1065,416,117,10,0,522
2021,6,AA,American Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",56,30,13.86,0.23,4.28,0,11.63,5,0,2200,829,34,274,0,1063
2021,6,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",328,65,33.16,1,13.44,0.55,16.86,0,1,5152,2705,26,467,18,1936
2021,6,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",647,217,92.73,15.15,46.86,1.45,60.81,34,1,13866,5353,1646,2163,42,4662
2021,6,AA,American Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",112,53,21.54,0.39,6.88,0.94,23.25,9,0,3644,1385,28,273,15,1943
2021,6,AA,American Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",113,39,20.41,1.97,5.87,0,10.75,1,0,2719,1149,227,244,0,1099
2021,6,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",313,97,46.49,6.33,15.33,0,28.85,13,1,6047,3021,399,653,0,1974
2021,6,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",177,43,17.88,0.12,15.3,0.06,9.64,4,0,2101,950,14,522,3,612
2021,6,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",265,79,41.69,3.38,11.04,0,22.89,13,1,4851,2409,301,459,0,1682
2021,6,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",931,232,98.93,12.97,75.54,1.85,42.71,29,6,16523,6339,1997,4419,85,3683
2021,6,AA,American Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",94,14,9.52,1,2.09,0,1.39,0,2,974,667,101,47,0,159
2021,6,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",1085,280,126.66,11.8,44.99,2.13,94.42,23,2,18911,8054,1202,1938,92,7625
2021,6,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2765,683,250.11,45.9,177.79,6.14,203.06,40,0,52755,19302,5258,8220,297,19678
2021,6,AA,American Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",28,11,4.26,1,1,0,4.74,6,0,591,256,23,17,0,295
2021,6,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",842,158,62.74,12.74,47.86,0.45,34.2,41,6,10916,2998,827,4375,41,2675
2021,6,AA,American Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",60,6,3.75,0,1.31,0,0.93,0,5,1754,535,0,58,0,1161
